Title,Abstract,PDF Link
AlignMiF: Geometry-Aligned Multimodal Implicit Field for LiDAR-Camera Joint Synthesis,"Tang Tao,



Guangrun Wang,



Yixing Lao,



Peng Chen,



Jie Liu,



Liang Lin,



Kaicheng Yu,



Xiaodan Liang",/content/CVPR2024/html/Tao_AlignMiF_Geometry-Aligned_Multimodal_Implicit_Field_for_LiDAR-Camera_Joint_Synthesis_CVPR_2024_paper.html
CoDi: Conditional Diffusion Distillation for Higher-Fidelity and Faster Image Generation,"Kangfu Mei,



Mauricio Delbracio,



Hossein Talebi,



Zhengzhong Tu,



Vishal M. Patel,



Peyman Milanfar",/content/CVPR2024/html/Mei_CoDi_Conditional_Diffusion_Distillation_for_Higher-Fidelity_and_Faster_Image_Generation_CVPR_2024_paper.html
Improving Unsupervised Hierarchical Representation with Reinforcement Learning,"Ruyi An,



Yewen Li,



Xu He,



Pengjie Gu,



Mengchen Zhao,



Dong Li,



Jianye Hao,



Chaojie Wang,



Bo An,



Mingyuan Zhou",/content/CVPR2024/html/An_Improving_Unsupervised_Hierarchical_Representation_with_Reinforcement_Learning_CVPR_2024_paper.html
HPL-ESS: Hybrid Pseudo-Labeling for Unsupervised Event-based Semantic Segmentation,"Linglin Jing,



Yiming Ding,



Yunpeng Gao,



Zhigang Wang,



Xu Yan,



Dong Wang,



Gerald Schaefer,



Hui Fang,



Bin Zhao,



Xuelong Li",/content/CVPR2024/html/Jing_HPL-ESS_Hybrid_Pseudo-Labeling_for_Unsupervised_Event-based_Semantic_Segmentation_CVPR_2024_paper.html
X-Adapter: Adding Universal Compatibility of Plugins for Upgraded Diffusion Model,"Lingmin Ran,



Xiaodong Cun,



Jia-Wei Liu,



Rui Zhao,



Song Zijie,



Xintao Wang,



Jussi Keppo,



Mike Zheng Shou",/content/CVPR2024/html/Ran_X-Adapter_Adding_Universal_Compatibility_of_Plugins_for_Upgraded_Diffusion_Model_CVPR_2024_paper.html
Towards General Robustness Verification of MaxPool-based Convolutional Neural Networks via Tightening Linear Approximation,"Yuan Xiao,



Shiqing Ma,



Juan Zhai,



Chunrong Fang,



Jinyuan Jia,



Zhenyu Chen",/content/CVPR2024/html/Xiao_Towards_General_Robustness_Verification_of_MaxPool-based_Convolutional_Neural_Networks_via_CVPR_2024_paper.html
BT-Adapter: Video Conversation is Feasible Without Video Instruction Tuning,"Ruyang Liu,



Chen Li,



Yixiao Ge,



Thomas H. Li,



Ying Shan,



Ge Li",/content/CVPR2024/html/Liu_BT-Adapter_Video_Conversation_is_Feasible_Without_Video_Instruction_Tuning_CVPR_2024_paper.html
CADTalk: An Algorithm and Benchmark for Semantic Commenting of CAD Programs,"Haocheng Yuan,



Jing Xu,



Hao Pan,



Adrien Bousseau,



Niloy J. Mitra,



Changjian Li",/content/CVPR2024/html/Yuan_CADTalk_An_Algorithm_and_Benchmark_for_Semantic_Commenting_of_CAD_CVPR_2024_paper.html
Learning to Rematch Mismatched Pairs for Robust Cross-Modal Retrieval,"Haochen Han,



Qinghua Zheng,



Guang Dai,



Minnan Luo,



Jingdong Wang",/content/CVPR2024/html/Han_Learning_to_Rematch_Mismatched_Pairs_for_Robust_Cross-Modal_Retrieval_CVPR_2024_paper.html
Generate Subgoal Images before Act: Unlocking the Chain-of-Thought Reasoning in Diffusion Model for Robot Manipulation with Multimodal Prompts,"Fei Ni,



Jianye Hao,



Shiguang Wu,



Longxin Kou,



Jiashun Liu,



Yan Zheng,



Bin Wang,



Yuzheng Zhuang",/content/CVPR2024/html/Ni_Generate_Subgoal_Images_before_Act_Unlocking_the_Chain-of-Thought_Reasoning_in_CVPR_2024_paper.html
Asymmetric Masked Distillation for Pre-Training Small Foundation Models,"Zhiyu Zhao,



Bingkun Huang,



Sen Xing,



Gangshan Wu,



Yu Qiao,



Limin Wang",/content/CVPR2024/html/Zhao_Asymmetric_Masked_Distillation_for_Pre-Training_Small_Foundation_Models_CVPR_2024_paper.html
Inversion-Free Image Editing with Language-Guided Diffusion Models,"Sihan Xu,



Yidong Huang,



Jiayi Pan,



Ziqiao Ma,



Joyce Chai",/content/CVPR2024/html/Xu_Inversion-Free_Image_Editing_with_Language-Guided_Diffusion_Models_CVPR_2024_paper.html
HumMUSS: Human Motion Understanding using State Space Models,"Arnab Mondal,



Stefano Alletto,



Denis Tome",/content/CVPR2024/html/Mondal_HumMUSS_Human_Motion_Understanding_using_State_Space_Models_CVPR_2024_paper.html
MP5: A Multi-modal Open-ended Embodied System in Minecraft via Active Perception,"Yiran Qin,



Enshen Zhou,



Qichang Liu,



Zhenfei Yin,



Lu Sheng,



Ruimao Zhang,



Yu Qiao,



Jing Shao",/content/CVPR2024/html/Qin_MP5_A_Multi-modal_Open-ended_Embodied_System_in_Minecraft_via_Active_CVPR_2024_paper.html
Uncovering What Why and How: A Comprehensive Benchmark for Causation Understanding of Video Anomaly,"Hang Du,



Sicheng Zhang,



Binzhu Xie,



Guoshun Nan,



Jiayang Zhang,



Junrui Xu,



Hangyu Liu,



Sicong Leng,



Jiangming Liu,



Hehe Fan,



Dajiu Huang,



Jing Feng,



Linli Chen,



Can Zhang,



Xuhuan Li,



Hao Zhang,



Jianhang Chen,



Qimei Cui,



Xiaofeng Tao",/content/CVPR2024/html/Du_Uncovering_What_Why_and_How_A_Comprehensive_Benchmark_for_Causation_CVPR_2024_paper.html
MiKASA: Multi-Key-Anchor & Scene-Aware Transformer for 3D Visual Grounding,"Chun-Peng Chang,



Shaoxiang Wang,



Alain Pagani,



Didier Stricker",/content/CVPR2024/html/Chang_MiKASA_Multi-Key-Anchor__Scene-Aware_Transformer_for_3D_Visual_Grounding_CVPR_2024_paper.html
ZePT: Zero-Shot Pan-Tumor Segmentation via Query-Disentangling and Self-Prompting,"Yankai Jiang,



Zhongzhen Huang,



Rongzhao Zhang,



Xiaofan Zhang,



Shaoting Zhang",/content/CVPR2024/html/Jiang_ZePT_Zero-Shot_Pan-Tumor_Segmentation_via_Query-Disentangling_and_Self-Prompting_CVPR_2024_paper.html
Task-Driven Exploration: Decoupling and Inter-Task Feedback for Joint Moment Retrieval and Highlight Detection,"Jin Yang,



Ping Wei,



Huan Li,



Ziyang Ren",/content/CVPR2024/html/Yang_Task-Driven_Exploration_Decoupling_and_Inter-Task_Feedback_for_Joint_Moment_Retrieval_CVPR_2024_paper.html
MobileCLIP: Fast Image-Text Models through Multi-Modal Reinforced Training,"Pavan Kumar Anasosalu Vasu,



Hadi Pouransari,



Fartash Faghri,



Raviteja Vemulapalli,



Oncel Tuzel",/content/CVPR2024/html/Vasu_MobileCLIP_Fast_Image-Text_Models_through_Multi-Modal_Reinforced_Training_CVPR_2024_paper.html
Drag Your Noise: Interactive Point-based Editing via Diffusion Semantic Propagation,"Haofeng Liu,



Chenshu Xu,



Yifei Yang,



Lihua Zeng,



Shengfeng He",/content/CVPR2024/html/Liu_Drag_Your_Noise_Interactive_Point-based_Editing_via_Diffusion_Semantic_Propagation_CVPR_2024_paper.html
CDMAD: Class-Distribution-Mismatch-Aware Debiasing for Class-Imbalanced Semi-Supervised Learning,"Hyuck Lee,



Heeyoung Kim",/content/CVPR2024/html/Lee_CDMAD_Class-Distribution-Mismatch-Aware_Debiasing_for_Class-Imbalanced_Semi-Supervised_Learning_CVPR_2024_paper.html
VideoCon: Robust Video-Language Alignment via Contrast Captions,"Hritik Bansal,



Yonatan Bitton,



Idan Szpektor,



Kai-Wei Chang,



Aditya Grover",/content/CVPR2024/html/Bansal_VideoCon_Robust_Video-Language_Alignment_via_Contrast_Captions_CVPR_2024_paper.html
PanoPose: Self-supervised Relative Pose Estimation for Panoramic Images,"Diantao Tu,



Hainan Cui,



Xianwei Zheng,



Shuhan Shen",/content/CVPR2024/html/Tu_PanoPose_Self-supervised_Relative_Pose_Estimation_for_Panoramic_Images_CVPR_2024_paper.html
ContextSeg: Sketch Semantic Segmentation by Querying the Context with Attention,"Jiawei Wang,



Changjian Li",/content/CVPR2024/html/Wang_ContextSeg_Sketch_Semantic_Segmentation_by_Querying_the_Context_with_Attention_CVPR_2024_paper.html
Describing Differences in Image Sets with Natural Language,"Lisa Dunlap,



Yuhui Zhang,



Xiaohan Wang,



Ruiqi Zhong,



Trevor Darrell,



Jacob Steinhardt,



Joseph E. Gonzalez,



Serena Yeung-Levy",/content/CVPR2024/html/Dunlap_Describing_Differences_in_Image_Sets_with_Natural_Language_CVPR_2024_paper.html
Discovering and Mitigating Visual Biases through Keyword Explanation,"Younghyun Kim,



Sangwoo Mo,



Minkyu Kim,



Kyungmin Lee,



Jaeho Lee,



Jinwoo Shin",/content/CVPR2024/html/Kim_Discovering_and_Mitigating_Visual_Biases_through_Keyword_Explanation_CVPR_2024_paper.html
Robust Emotion Recognition in Context Debiasing,"Dingkang Yang,



Kun Yang,



Mingcheng Li,



Shunli Wang,



Shuaibing Wang,



Lihua Zhang",/content/CVPR2024/html/Yang_Robust_Emotion_Recognition_in_Context_Debiasing_CVPR_2024_paper.html
Fully Geometric Panoramic Localization,"Junho Kim,



Jiwon Jeong,



Young Min Kim",/content/CVPR2024/html/Kim_Fully_Geometric_Panoramic_Localization_CVPR_2024_paper.html
CAPE: CAM as a Probabilistic Ensemble for Enhanced DNN Interpretation,"Townim Faisal Chowdhury,



Kewen Liao,



Vu Minh Hieu Phan,



Minh-Son To,



Yutong Xie,



Kevin Hung,



David Ross,



Anton van den Hengel,



Johan W. Verjans,



Zhibin Liao",/content/CVPR2024/html/Chowdhury_CAPE_CAM_as_a_Probabilistic_Ensemble_for_Enhanced_DNN_Interpretation_CVPR_2024_paper.html
NeRF Director: Revisiting View Selection in Neural Volume Rendering,"Wenhui Xiao,



Rodrigo Santa Cruz,



David Ahmedt-Aristizabal,



Olivier Salvado,



Clinton Fookes,



Leo Lebrat",/content/CVPR2024/html/Xiao_NeRF_Director_Revisiting_View_Selection_in_Neural_Volume_Rendering_CVPR_2024_paper.html
Taming the Tail in Class-Conditional GANs: Knowledge Sharing via Unconditional Training at Lower Resolutions,"Saeed Khorram,



Mingqi Jiang,



Mohamad Shahbazi,



Mohamad H. Danesh,



Li Fuxin",/content/CVPR2024/html/Khorram_Taming_the_Tail_in_Class-Conditional_GANs_Knowledge_Sharing_via_Unconditional_CVPR_2024_paper.html
VideoSwap: Customized Video Subject Swapping with Interactive Semantic Point Correspondence,"Yuchao Gu,



Yipin Zhou,



Bichen Wu,



Licheng Yu,



Jia-Wei Liu,



Rui Zhao,



Jay Zhangjie Wu,



David Junhao Zhang,



Mike Zheng Shou,



Kevin Tang",/content/CVPR2024/html/Gu_VideoSwap_Customized_Video_Subject_Swapping_with_Interactive_Semantic_Point_Correspondence_CVPR_2024_paper.html
SonicVisionLM: Playing Sound with Vision Language Models,"Zhifeng Xie,



Shengye Yu,



Qile He,



Mengtian Li",/content/CVPR2024/html/Xie_SonicVisionLM_Playing_Sound_with_Vision_Language_Models_CVPR_2024_paper.html
Multi-Space Alignments Towards Universal LiDAR Segmentation,"Youquan Liu,



Lingdong Kong,



Xiaoyang Wu,



Runnan Chen,



Xin Li,



Liang Pan,



Ziwei Liu,



Yuexin Ma",/content/CVPR2024/html/Liu_Multi-Space_Alignments_Towards_Universal_LiDAR_Segmentation_CVPR_2024_paper.html
DiffuScene: Denoising Diffusion Models for Generative Indoor Scene Synthesis,"Jiapeng Tang,



Yinyu Nie,



Lev Markhasin,



Angela Dai,



Justus Thies,



Matthias Nießner",/content/CVPR2024/html/Tang_DiffuScene_Denoising_Diffusion_Models_for_Generative_Indoor_Scene_Synthesis_CVPR_2024_paper.html
Hierarchical Histogram Threshold Segmentation - Auto-terminating High-detail Oversegmentation,"Thomas V. Chang,



Simon Seibt,



Bartosz von Rymon Lipinski",/content/CVPR2024/html/Chang_Hierarchical_Histogram_Threshold_Segmentation_-_Auto-terminating_High-detail_Oversegmentation_CVPR_2024_paper.html
Once for Both: Single Stage of Importance and Sparsity Search for Vision Transformer Compression,"Hancheng Ye,



Chong Yu,



Peng Ye,



Renqiu Xia,



Yansong Tang,



Jiwen Lu,



Tao Chen,



Bo Zhang",/content/CVPR2024/html/Ye_Once_for_Both_Single_Stage_of_Importance_and_Sparsity_Search_CVPR_2024_paper.html
As-Plausible-As-Possible: Plausibility-Aware Mesh Deformation Using 2D Diffusion Priors,"Seungwoo Yoo,



Kunho Kim,



Vladimir G. Kim,



Minhyuk Sung",/content/CVPR2024/html/Yoo_As-Plausible-As-Possible_Plausibility-Aware_Mesh_Deformation_Using_2D_Diffusion_Priors_CVPR_2024_paper.html
MCNet: Rethinking the Core Ingredients for Accurate and Efficient Homography Estimation,"Haokai Zhu,



Si-Yuan Cao,



Jianxin Hu,



Sitong Zuo,



Beinan Yu,



Jiacheng Ying,



Junwei Li,



Hui-Liang Shen",/content/CVPR2024/html/Zhu_MCNet_Rethinking_the_Core_Ingredients_for_Accurate_and_Efficient_Homography_CVPR_2024_paper.html
ECLIPSE: Efficient Continual Learning in Panoptic Segmentation with Visual Prompt Tuning,"Beomyoung Kim,



Joonsang Yu,



Sung Ju Hwang",/content/CVPR2024/html/Kim_ECLIPSE_Efficient_Continual_Learning_in_Panoptic_Segmentation_with_Visual_Prompt_CVPR_2024_paper.html
Boosting Continual Learning of Vision-Language Models via Mixture-of-Experts Adapters,"Jiazuo Yu,



Yunzhi Zhuge,



Lu Zhang,



Ping Hu,



Dong Wang,



Huchuan Lu,



You He",/content/CVPR2024/html/Yu_Boosting_Continual_Learning_of_Vision-Language_Models_via_Mixture-of-Experts_Adapters_CVPR_2024_paper.html
MaGGIe: Masked Guided Gradual Human Instance Matting,"Chuong Huynh,



Seoung Wug Oh,



Abhinav Shrivastava,



Joon-Young Lee",/content/CVPR2024/html/Huynh_MaGGIe_Masked_Guided_Gradual_Human_Instance_Matting_CVPR_2024_paper.html
FlowDiffuser: Advancing Optical Flow Estimation with Diffusion Models,"Ao Luo,



Xin Li,



Fan Yang,



Jiangyu Liu,



Haoqiang Fan,



Shuaicheng Liu",/content/CVPR2024/html/Luo_FlowDiffuser_Advancing_Optical_Flow_Estimation_with_Diffusion_Models_CVPR_2024_paper.html
Benchmarking Implicit Neural Representation and Geometric Rendering in Real-Time RGB-D SLAM,"Tongyan Hua,



Lin Wang",/content/CVPR2024/html/Hua_Benchmarking_Implicit_Neural_Representation_and_Geometric_Rendering_in_Real-Time_RGB-D_CVPR_2024_paper.html
Free3D: Consistent Novel View Synthesis without 3D Representation,"Chuanxia Zheng,



Andrea Vedaldi",/content/CVPR2024/html/Zheng_Free3D_Consistent_Novel_View_Synthesis_without_3D_Representation_CVPR_2024_paper.html
SuperSVG: Superpixel-based Scalable Vector Graphics Synthesis,"Teng Hu,



Ran Yi,



Baihong Qian,



Jiangning Zhang,



Paul L. Rosin,



Yu-Kun Lai",/content/CVPR2024/html/Hu_SuperSVG_Superpixel-based_Scalable_Vector_Graphics_Synthesis_CVPR_2024_paper.html
AV2AV: Direct Audio-Visual Speech to Audio-Visual Speech Translation with Unified Audio-Visual Speech Representation,"Jeongsoo Choi,



Se Jin Park,



Minsu Kim,



Yong Man Ro",/content/CVPR2024/html/Choi_AV2AV_Direct_Audio-Visual_Speech_to_Audio-Visual_Speech_Translation_with_Unified_CVPR_2024_paper.html
Towards the Uncharted: Density-Descending Feature Perturbation for Semi-supervised Semantic Segmentation,"Xiaoyang Wang,



Huihui Bai,



Limin Yu,



Yao Zhao,



Jimin Xiao",/content/CVPR2024/html/Wang_Towards_the_Uncharted_Density-Descending_Feature_Perturbation_for_Semi-supervised_Semantic_Segmentation_CVPR_2024_paper.html
WALT3D: Generating Realistic Training Data from Time-Lapse Imagery for Reconstructing Dynamic Objects Under Occlusion,"Khiem Vuong,



N Dinesh Reddy,



Robert Tamburo,



Srinivasa G. Narasimhan",/content/CVPR2024/html/Vuong_WALT3D_Generating_Realistic_Training_Data_from_Time-Lapse_Imagery_for_Reconstructing_CVPR_2024_paper.html
RTMO: Towards High-Performance One-Stage Real-Time Multi-Person Pose Estimation,"Peng Lu,



Tao Jiang,



Yining Li,



Xiangtai Li,



Kai Chen,



Wenming Yang",/content/CVPR2024/html/Lu_RTMO_Towards_High-Performance_One-Stage_Real-Time_Multi-Person_Pose_Estimation_CVPR_2024_paper.html
Contrastive Mean-Shift Learning for Generalized Category Discovery,"Sua Choi,



Dahyun Kang,



Minsu Cho",/content/CVPR2024/html/Choi_Contrastive_Mean-Shift_Learning_for_Generalized_Category_Discovery_CVPR_2024_paper.html
Towards Language-Driven Video Inpainting via Multimodal Large Language Models,"Jianzong Wu,



Xiangtai Li,



Chenyang Si,



Shangchen Zhou,



Jingkang Yang,



Jiangning Zhang,



Yining Li,



Kai Chen,



Yunhai Tong,



Ziwei Liu,



Chen Change Loy",/content/CVPR2024/html/Wu_Towards_Language-Driven_Video_Inpainting_via_Multimodal_Large_Language_Models_CVPR_2024_paper.html
WaveFace: Authentic Face Restoration with Efficient Frequency Recovery,"Yunqi Miao,



Jiankang Deng,



Jungong Han",/content/CVPR2024/html/Miao_WaveFace_Authentic_Face_Restoration_with_Efficient_Frequency_Recovery_CVPR_2024_paper.html
CLIP-KD: An Empirical Study of CLIP Model Distillation,"Chuanguang Yang,



Zhulin An,



Libo Huang,



Junyu Bi,



Xinqiang Yu,



Han Yang,



Boyu Diao,



Yongjun Xu",/content/CVPR2024/html/Yang_CLIP-KD_An_Empirical_Study_of_CLIP_Model_Distillation_CVPR_2024_paper.html
UltrAvatar: A Realistic Animatable 3D Avatar Diffusion Model with Authenticity Guided Textures,"Mingyuan Zhou,



Rakib Hyder,



Ziwei Xuan,



Guojun Qi",/content/CVPR2024/html/Zhou_UltrAvatar_A_Realistic_Animatable_3D_Avatar_Diffusion_Model_with_Authenticity_CVPR_2024_paper.html
OneTracker: Unifying Visual Object Tracking with Foundation Models and Efficient Tuning,"Lingyi Hong,



Shilin Yan,



Renrui Zhang,



Wanyun Li,



Xinyu Zhou,



Pinxue Guo,



Kaixun Jiang,



Yiting Chen,



Jinglun Li,



Zhaoyu Chen,



Wenqiang Zhang",/content/CVPR2024/html/Hong_OneTracker_Unifying_Visual_Object_Tracking_with_Foundation_Models_and_Efficient_CVPR_2024_paper.html
SC-Tune: Unleashing Self-Consistent Referential Comprehension in Large Vision Language Models,"Tongtian Yue,



Jie Cheng,



Longteng Guo,



Xingyuan Dai,



Zijia Zhao,



Xingjian He,



Gang Xiong,



Yisheng Lv,



Jing Liu",/content/CVPR2024/html/Yue_SC-Tune_Unleashing_Self-Consistent_Referential_Comprehension_in_Large_Vision_Language_Models_CVPR_2024_paper.html
Improving Depth Completion via Depth Feature Upsampling,"Yufei Wang,



Ge Zhang,



Shaoqian Wang,



Bo Li,



Qi Liu,



Le Hui,



Yuchao Dai",/content/CVPR2024/html/Wang_Improving_Depth_Completion_via_Depth_Feature_Upsampling_CVPR_2024_paper.html
NeRSP: Neural 3D Reconstruction for Reflective Objects with Sparse Polarized Images,"Yufei Han,



Heng Guo,



Koki Fukai,



Hiroaki Santo,



Boxin Shi,



Fumio Okura,



Zhanyu Ma,



Yunpeng Jia",/content/CVPR2024/html/Han_NeRSP_Neural_3D_Reconstruction_for_Reflective_Objects_with_Sparse_Polarized_CVPR_2024_paper.html
Retrieval-Augmented Embodied Agents,"Yichen Zhu,



Zhicai Ou,



Xiaofeng Mou,



Jian Tang",/content/CVPR2024/html/Zhu_Retrieval-Augmented_Embodied_Agents_CVPR_2024_paper.html
SAFDNet: A Simple and Effective Network for Fully Sparse 3D Object Detection,"Gang Zhang,



Junnan Chen,



Guohuan Gao,



Jianmin Li,



Si Liu,



Xiaolin Hu",/content/CVPR2024/html/Zhang_SAFDNet_A_Simple_and_Effective_Network_for_Fully_Sparse_3D_CVPR_2024_paper.html
Attention-Propagation Network for Egocentric Heatmap to 3D Pose Lifting,"Taeho Kang,



Youngki Lee",/content/CVPR2024/html/Kang_Attention-Propagation_Network_for_Egocentric_Heatmap_to_3D_Pose_Lifting_CVPR_2024_paper.html
OmniMotionGPT: Animal Motion Generation with Limited Data,"Zhangsihao Yang,



Mingyuan Zhou,



Mengyi Shan,



Bingbing Wen,



Ziwei Xuan,



Mitch Hill,



Junjie Bai,



Guo-Jun Qi,



Yalin Wang",/content/CVPR2024/html/Yang_OmniMotionGPT_Animal_Motion_Generation_with_Limited_Data_CVPR_2024_paper.html
SNI-SLAM: Semantic Neural Implicit SLAM,"Siting Zhu,



Guangming Wang,



Hermann Blum,



Jiuming Liu,



Liang Song,



Marc Pollefeys,



Hesheng Wang",/content/CVPR2024/html/Zhu_SNI-SLAM_Semantic_Neural_Implicit_SLAM_CVPR_2024_paper.html
InstanceDiffusion: Instance-level Control for Image Generation,"Xudong Wang,



Trevor Darrell,



Sai Saketh Rambhatla,



Rohit Girdhar,



Ishan Misra",/content/CVPR2024/html/Wang_InstanceDiffusion_Instance-level_Control_for_Image_Generation_CVPR_2024_paper.html
Unifying Top-down and Bottom-up Scanpath Prediction Using Transformers,"Zhibo Yang,



Sounak Mondal,



Seoyoung Ahn,



Ruoyu Xue,



Gregory Zelinsky,



Minh Hoai,



Dimitris Samaras",/content/CVPR2024/html/Yang_Unifying_Top-down_and_Bottom-up_Scanpath_Prediction_Using_Transformers_CVPR_2024_paper.html
